Fonte; Local; Sexo; Faixa etária; Raça; Carteira assinada; Posição na ocupação; Pessoas em idade ativa; Pessoas ocupadas; Força de trabalho; Taxa de desemprego; Nível da ocupação; Participação; Renda habitual; Escolaridade; Horas trabalhadas 
PNADC_032022 ; Ceará ;  ;  ; Não Negra ; Não ; Trabalhador doméstico ; 37231.1706568 ; 37231.1706568 ; 37231.1706568 ; 0 ; 100 ; 100 ; 620.084247248265 ; 9.01285153768843 ; 28.5832969327617 ; 
PNADC_032022 ; Ceará ;  ;  ; Não Negra ; Não ;  ; 266747.23260912 ; 266747.23260912 ; 266747.23260912 ; 0 ; 100 ; 100 ; 1228.18257717812 ; 11.3384449266312 ; 33.6430918428293 ; 
PNADC_032022 ; Ceará ;  ;  ; Não Negra ;  ; Trabalhador doméstico ; 40466.7596661 ; 40466.7596661 ; 40466.7596661 ; 0 ; 100 ; 100 ; 688.296443828506 ; 8.97497053628955 ; 30.2801423042541 ; 
PNADC_032022 ; Ceará ;  ;  ; Não Negra ;  ;  ; 2119028.27261207 ; 1037034.03005798 ; 1114727.46809478 ; 6.96972491129053 ; 48.9391313679669 ; 52.6055967493386 ; 2554.07435441349 ; 10.6073788001833 ; 37.0983405386155 ; 
PNADC_032022 ; Ceará ;  ;  ;  ; Sim ; Trabalhador doméstico ; 24246.87145618 ; 24246.87145618 ; 24246.87145618 ; 0 ; 100 ; 100 ; 1393.49732436748 ; 8.77841536215753 ; 43.1956731937374 ; 
PNADC_032022 ; Ceará ;  ;  ;  ; Sim ;  ; 1034929.26549931 ; 1034929.26549931 ; 1034929.26549931 ; 0 ; 100 ; 100 ; 2220.22529627181 ; 11.931623951412 ; 41.62686898227 ; 
PNADC_032022 ; Ceará ;  ;  ;  ; Não ; Trabalhador doméstico ; 198564.71133122 ; 198564.71133122 ; 198564.71133122 ; 0 ; 100 ; 100 ; 626.445580920181 ; 8.69640742145586 ; 28.343962195204 ; 
PNADC_032022 ; Ceará ;  ;  ;  ; Não ;  ; 1090737.62655678 ; 1090737.62655678 ; 1090737.62655678 ; 0 ; 100 ; 100 ; 1067.20805105851 ; 10.3603798826589 ; 33.8369100726571 ; 
PNADC_032022 ; Ceará ;  ;  ;  ;  ; Trabalhador doméstico ; 222811.5827874 ; 222811.5827874 ; 222811.5827874 ; 0 ; 100 ; 100 ; 709.991608500746 ; 8.70542633322369 ; 29.9601597150133 ; 
PNADC_032022 ; Ceará ;  ;  ;  ;  ;  ; 7534683.48736348 ; 3661642.45853424 ; 4004769.57563878 ; 8.56796154245179 ; 48.5971635659976 ; 53.1511321259245 ; 1925.689931217 ; 9.99061486731837 ; 37.0110070451063 ; 
PNADC_032022 ;  ; Homem ;  ; Amarela ; Sim ; Trabalhador doméstico ; 405.49966374 ; 405.49966374 ; 405.49966374 ; 0 ; 100 ; 100 ; 1353.49980014467 ; 12 ; 40 ; 
PNADC_032022 ;  ; Homem ;  ; Amarela ; Sim ;  ; 152923.6319038 ; 152923.6319038 ; 152923.6319038 ; 0 ; 100 ; 100 ; 5033.56085989639 ; 12.5880750956948 ; 42.2153463451121 ; 
PNADC_032022 ;  ; Homem ;  ; Amarela ; Não ; Trabalhador doméstico ; 1309.62413479 ; 1309.62413479 ; 1309.62413479 ; 0 ; 100 ; 100 ; 950.90016379485 ; 10.6567386492568 ; 52.8275027832881 ; 
PNADC_032022 ;  ; Homem ;  ; Amarela ; Não ;  ; 61617.94199995 ; 61617.94199995 ; 61617.94199995 ; 0 ; 100 ; 100 ; 2893.15418885062 ; 11.2672336619112 ; 36.4696555664938 ; 
PNADC_032022 ;  ; Homem ;  ; Amarela ;  ; Trabalhador doméstico ; 1715.12379853 ; 1715.12379853 ; 1715.12379853 ; 0 ; 100 ; 100 ; 1046.08513953924 ; 10.9988829973794 ; 49.7947490720368 ; 
PNADC_032022 ;  ; Homem ;  ; Amarela ;  ;  ; 575711.57110513 ; 397829.2605131 ; 426226.80384192 ; 6.66254282294084 ; 69.1021824955561 ; 74.034781518068 ; 4929.604801639 ; 11.8071945459635 ; 41.7273712454002 ; 
PNADC_032022 ;  ; Homem ;  ; Branca ; Sim ; Trabalhador doméstico ; 61514.84553113 ; 61514.84553113 ; 61514.84553113 ; 0 ; 100 ; 100 ; 1730.75543972373 ; 7.58005224368817 ; 43.7440975699322 ; 
PNADC_032022 ;  ; Homem ;  ; Branca ; Sim ;  ; 10073510.6180714 ; 10073510.6180714 ; 10073510.6180714 ; 0 ; 100 ; 100 ; 3638.01629368384 ; 12.0744544359362 ; 42.965620371335 ; 
PNADC_032022 ;  ; Homem ;  ; Branca ; Não ; Trabalhador doméstico ; 111797.80020829 ; 111797.80020829 ; 111797.80020829 ; 0 ; 100 ; 100 ; 1342.81801948828 ; 8.81522324321232 ; 33.7540938884822 ; 
PNADC_032022 ;  ; Homem ;  ; Branca ; Não ;  ; 3518406.91324957 ; 3518406.91324957 ; 3518406.91324957 ; 0 ; 100 ; 100 ; 2828.85782135113 ; 11.036569308603 ; 38.4318972049662 ; 
PNADC_032022 ;  ; Homem ;  ; Branca ;  ; Trabalhador doméstico ; 173312.64573942 ; 173312.64573942 ; 173312.64573942 ; 0 ; 100 ; 100 ; 1486.38443257961 ; 8.37094873016827 ; 37.2999028552658 ; 
PNADC_032022 ;  ; Homem ;  ; Branca ;  ;  ; 35550649.5185029 ; 24379360.4873317 ; 25833947.8562828 ; 5.63052684414753 ; 68.5764137013674 ; 72.6680052437217 ; 3995.33093631003 ; 11.0248174176409 ; 41.6997517333577 ; 
PNADC_032022 ;  ; Homem ;  ; Indígena ; Sim ; Trabalhador doméstico ; 217.46545583 ; 217.46545583 ; 217.46545583 ; 0 ; 100 ; 100 ; 1518.39306499343 ; 5 ; 60.8628520625671 ; 
PNADC_032022 ;  ; Homem ;  ; Indígena ; Sim ;  ; 73521.33893767 ; 73521.33893767 ; 73521.33893767 ; 0 ; 100 ; 100 ; 2130.55404003925 ; 10.79789832367 ; 43.6598593453243 ; 
PNADC_032022 ;  ; Homem ;  ; Indígena ; Não ; Trabalhador doméstico ; 4508.60742916 ; 4508.60742916 ; 4508.60742916 ; 0 ; 100 ; 100 ; 1265.91145158693 ; 8.35748579076471 ; 49.3420575460164 ; 
PNADC_032022 ;  ; Homem ;  ; Indígena ; Não ;  ; 57889.26968213 ; 57889.26968213 ; 57889.26968213 ; 0 ; 100 ; 100 ; 1743.69745426561 ; 10.1328471608204 ; 38.4695170754676 ; 
PNADC_032022 ;  ; Homem ;  ; Indígena ;  ; Trabalhador doméstico ; 4726.07288499 ; 4726.07288499 ; 4726.07288499 ; 0 ; 100 ; 100 ; 1277.52913723933 ; 8.26109902632759 ; 49.8721752340069 ; 
PNADC_032022 ;  ; Homem ;  ; Indígena ;  ;  ; 330822.79368597 ; 225689.00204305 ; 244619.19447977 ; 7.73863738574511 ; 68.2205115096401 ; 73.9426663302929 ; 2361.54923275896 ; 9.71148838180846 ; 41.0663962024664 ; 
PNADC_032022 ;  ; Homem ;  ; Parda ; Sim ; Trabalhador doméstico ; 86917.39133211 ; 86917.39133211 ; 86917.39133211 ; 0 ; 100 ; 100 ; 1690.91919945179 ; 7.37359533287148 ; 45.0746616693873 ; 
PNADC_032022 ;  ; Homem ;  ; Parda ; Sim ;  ; 9508075.92333748 ; 9508075.92333748 ; 9508075.92333748 ; 0 ; 100 ; 100 ; 2419.85760145701 ; 10.9778171685132 ; 43.4066018302937 ; 
PNADC_032022 ;  ; Homem ;  ; Parda ; Não ; Trabalhador doméstico ; 187156.72613847 ; 187156.72613847 ; 187156.72613847 ; 0 ; 100 ; 100 ; 1084.65783788998 ; 7.91743037147983 ; 37.4868645700739 ; 
PNADC_032022 ;  ; Homem ;  ; Parda ; Não ;  ; 5376354.11115285 ; 5376354.11115285 ; 5376354.11115285 ; 0 ; 100 ; 100 ; 1532.59272488269 ; 9.54665881012304 ; 37.7541509608664 ; 
PNADC_032022 ;  ; Homem ;  ; Parda ;  ; Trabalhador doméstico ; 274074.11747058 ; 274074.11747058 ; 274074.11747058 ; 0 ; 100 ; 100 ; 1278.20273015772 ; 7.73952216777923 ; 39.8931900411409 ; 
PNADC_032022 ;  ; Homem ;  ; Parda ;  ;  ; 37837319.965478 ; 25076955.1894357 ; 27176820.5997314 ; 7.72667797025686 ; 66.2757172345066 ; 71.8254374900943 ; 2339.3265583387 ; 9.71181276569989 ; 40.7160425828016 ; 
PNADC_032022 ;  ; Homem ;  ; Preta ; Sim ; Trabalhador doméstico ; 26347.92580116 ; 26347.92580116 ; 26347.92580116 ; 0 ; 100 ; 100 ; 1700.07040196103 ; 8.89103992719092 ; 44.734049512053 ; 
PNADC_032022 ;  ; Homem ;  ; Preta ; Sim ;  ; 2796236.06174868 ; 2796236.06174868 ; 2796236.06174868 ; 0 ; 100 ; 100 ; 2410.01966083618 ; 10.9743052131521 ; 43.323860975706 ; 
PNADC_032022 ;  ; Homem ;  ; Preta ; Não ; Trabalhador doméstico ; 43941.21598181 ; 43941.21598181 ; 43941.21598181 ; 0 ; 100 ; 100 ; 1062.54834122496 ; 6.99699136701092 ; 36.6972224980964 ; 
PNADC_032022 ;  ; Homem ;  ; Preta ; Não ;  ; 1284567.54371196 ; 1284567.54371196 ; 1284567.54371196 ; 0 ; 100 ; 100 ; 1555.57022499628 ; 9.55850144918813 ; 38.2186731299771 ; 
PNADC_032022 ;  ; Homem ;  ; Preta ;  ; Trabalhador doméstico ; 70289.14178297 ; 70289.14178297 ; 70289.14178297 ; 0 ; 100 ; 100 ; 1303.76889488181 ; 7.69794642940657 ; 39.7098317926346 ; 
PNADC_032022 ;  ; Homem ;  ; Preta ;  ;  ; 9522751.64540296 ; 6574112.50037691 ; 7177835.16129335 ; 8.4109295818331 ; 69.0358495650836 ; 75.3756417112736 ; 2315.06066312633 ; 9.90908364184038 ; 41.018078586214 ; 
PNADC_032022 ;  ; Homem ;  ; Negra ; Sim ; Trabalhador doméstico ; 113265.31713327 ; 113265.31713327 ; 113265.31713327 ; 0 ; 100 ; 100 ; 1693.04796411522 ; 7.72237925961893 ; 44.9954280250947 ; 
PNADC_032022 ;  ; Homem ;  ; Negra ; Sim ;  ; 12304311.9850862 ; 12304311.9850862 ; 12304311.9850862 ; 0 ; 100 ; 100 ; 2417.62186455675 ; 10.9770195211836 ; 43.3877984253038 ; 
PNADC_032022 ;  ; Homem ;  ; Negra ; Não ; Trabalhador doméstico ; 231097.94212028 ; 231097.94212028 ; 231097.94212028 ; 0 ; 100 ; 100 ; 1080.47180200282 ; 7.73512850691857 ; 37.3367211611161 ; 
PNADC_032022 ;  ; Homem ;  ; Negra ; Não ;  ; 6660921.65486481 ; 6660921.65486481 ; 6660921.65486481 ; 0 ; 100 ; 100 ; 1537.02533258251 ; 9.54892586958442 ; 37.8437346750569 ; 
PNADC_032022 ;  ; Homem ;  ; Negra ;  ; Trabalhador doméstico ; 344363.25925355 ; 344363.25925355 ; 344363.25925355 ; 0 ; 100 ; 100 ; 1283.40987202596 ; 7.73084346963501 ; 39.8557641730205 ; 
PNADC_032022 ;  ; Homem ;  ; Negra ;  ;  ; 47360071.6108809 ; 31651067.6898126 ; 34354655.7610247 ; 7.8696409884547 ; 66.8307006582752 ; 72.5392817039824 ; 2334.26007187695 ; 9.75147692585539 ; 40.7787772331791 ; 
PNADC_032022 ;  ; Homem ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 62137.8106507 ; 62137.8106507 ; 62137.8106507 ; 0 ; 100 ; 100 ; 1727.55032976686 ; 7.59988916516315 ; 43.7795752834255 ; 
PNADC_032022 ;  ; Homem ;  ; Não Negra ; Sim ;  ; 10304794.0346467 ; 10304794.0346467 ; 10304794.0346467 ; 0 ; 100 ; 100 ; 3647.26471528906 ; 12.0724074761322 ; 42.9609224049703 ; 
PNADC_032022 ;  ; Homem ;  ; Não Negra ; Não ; Trabalhador doméstico ; 117616.03177224 ; 117616.03177224 ; 117616.03177224 ; 0 ; 100 ; 100 ; 1335.03694882904 ; 8.81382557619037 ; 34.5640090330236 ; 
PNADC_032022 ;  ; Homem ;  ; Não Negra ; Não ;  ; 3637914.12493165 ; 3637914.12493165 ; 3637914.12493165 ; 0 ; 100 ; 100 ; 2812.54719318071 ; 11.0263300416552 ; 38.399259957202 ; 
PNADC_032022 ;  ; Homem ;  ; Não Negra ;  ; Trabalhador doméstico ; 179753.84242294 ; 179753.84242294 ; 179753.84242294 ; 0 ; 100 ; 100 ; 1476.29408222073 ; 8.3888280025686 ; 37.7496717314549 ; 
PNADC_032022 ;  ; Homem ;  ; Não Negra ;  ;  ; 36480667.4241443 ; 25014260.8946678 ; 26518190.2514671 ; 5.6713121918872 ; 68.5685396153484 ; 72.6910775593882 ; 3996.52584919126 ; 11.0261893126776 ; 41.6933027302451 ; 
PNADC_032022 ;  ; Homem ;  ;  ; Sim ; Trabalhador doméstico ; 175403.12778397 ; 175403.12778397 ; 175403.12778397 ; 0 ; 100 ; 100 ; 1705.27067354434 ; 7.67822141636296 ; 44.564703508403 ; 
PNADC_032022 ;  ; Homem ;  ;  ; Sim ;  ; 22609106.0197329 ; 22609106.0197329 ; 22609106.0197329 ; 0 ; 100 ; 100 ; 2978.06933655821 ; 11.4781265763344 ; 43.1932365764617 ; 
PNADC_032022 ;  ; Homem ;  ;  ; Não ; Trabalhador doméstico ; 348713.97389252 ; 348713.97389252 ; 348713.97389252 ; 0 ; 100 ; 100 ; 1163.43054517469 ; 8.1086915908321 ; 36.4015266401947 ; 
PNADC_032022 ;  ; Homem ;  ;  ; Não ;  ; 10298835.7797965 ; 10298835.7797965 ; 10298835.7797965 ; 0 ; 100 ; 100 ; 1986.06205343085 ; 10.0793111157781 ; 38.039965910692 ; 
PNADC_032022 ;  ; Homem ;  ;  ;  ; Trabalhador doméstico ; 524117.10167649 ; 524117.10167649 ; 524117.10167649 ; 0 ; 100 ; 100 ; 1348.13331502863 ; 7.96189419601849 ; 39.133448095834 ; 
PNADC_032022 ;  ; Homem ;  ;  ;  ;  ; 83840739.0350252 ; 56665328.5844804 ; 60872846.0124919 ; 6.91197751317225 ; 67.5868667627178 ; 72.605330908476 ; 3068.52837334992 ; 10.3167736683833 ; 41.1824840491438 ; 
PNADC_032022 ;  ; Mulher ;  ; Amarela ; Sim ; Trabalhador doméstico ; 10363.34215823 ; 10363.34215823 ; 10363.34215823 ; 0 ; 100 ; 100 ; 1786.24564611482 ; 11.116042349298 ; 36.9136650059721 ; 
PNADC_032022 ;  ; Mulher ;  ; Amarela ; Sim ;  ; 156350.8203369 ; 156350.8203369 ; 156350.8203369 ; 0 ; 100 ; 100 ; 3501.06920974367 ; 13.8451945577255 ; 40.5030551996826 ; 
PNADC_032022 ;  ; Mulher ;  ; Amarela ; Não ; Trabalhador doméstico ; 19818.57268173 ; 19818.57268173 ; 19818.57268173 ; 0 ; 100 ; 100 ; 889.950235477441 ; 8.46206203064471 ; 30.6901537481339 ; 
PNADC_032022 ;  ; Mulher ;  ; Amarela ; Não ;  ; 74462.3497853 ; 74462.3497853 ; 74462.3497853 ; 0 ; 100 ; 100 ; 2099.47240847405 ; 11.7755615299619 ; 34.390229873766 ; 
PNADC_032022 ;  ; Mulher ;  ; Amarela ;  ; Trabalhador doméstico ; 30181.91483996 ; 30181.91483996 ; 30181.91483996 ; 0 ; 100 ; 100 ; 1197.70459978929 ; 9.37333973682251 ; 32.827075044631 ; 
PNADC_032022 ;  ; Mulher ;  ; Amarela ;  ;  ; 768467.06100749 ; 400599.48460245 ; 429980.57814363 ; 6.83312108375407 ; 52.1296884315703 ; 55.9530264810451 ; 3649.99142875622 ; 11.9228396146399 ; 38.2990310817929 ; 
PNADC_032022 ;  ; Mulher ;  ; Branca ; Sim ; Trabalhador doméstico ; 468491.93961176 ; 468491.93961176 ; 468491.93961176 ; 0 ; 100 ; 100 ; 1582.56972287755 ; 9.0647991774206 ; 40.1485990777324 ; 
PNADC_032022 ;  ; Mulher ;  ; Branca ; Sim ;  ; 8129328.07616067 ; 8129328.07616067 ; 8129328.07616067 ; 0 ; 100 ; 100 ; 2866.47014799867 ; 12.9385695535141 ; 40.9806367763222 ; 
PNADC_032022 ;  ; Mulher ;  ; Branca ; Não ; Trabalhador doméstico ; 1231232.25433703 ; 1231232.25433703 ; 1231232.25433703 ; 0 ; 100 ; 100 ; 1075.20278207878 ; 9.04071788434117 ; 28.926869611618 ; 
PNADC_032022 ;  ; Mulher ;  ; Branca ; Não ;  ; 3808047.88823194 ; 3808047.88823194 ; 3808047.88823194 ; 0 ; 100 ; 100 ; 2005.07655083365 ; 11.731360330374 ; 32.9150992290708 ; 
PNADC_032022 ;  ; Mulher ;  ; Branca ;  ; Trabalhador doméstico ; 1699724.19394879 ; 1699724.19394879 ; 1699724.19394879 ; 0 ; 100 ; 100 ; 1215.42311331073 ; 9.04739707427945 ; 32.0198948342364 ; 
PNADC_032022 ;  ; Mulher ;  ; Branca ;  ;  ; 39454823.5510771 ; 19762688.6764039 ; 21528251.0109977 ; 8.20114153115318 ; 50.0894108696739 ; 54.5643069043963 ; 3027.63703531444 ; 11.3344336718373 ; 37.4403621703789 ; 
PNADC_032022 ;  ; Mulher ;  ; Indígena ; Sim ; Trabalhador doméstico ; 6044.66716516 ; 6044.66716516 ; 6044.66716516 ; 0 ; 100 ; 100 ; 1591.7965339562 ; 10.1578025786001 ; 45.3635277000536 ; 
PNADC_032022 ;  ; Mulher ;  ; Indígena ; Sim ;  ; 47828.58141007 ; 47828.58141007 ; 47828.58141007 ; 0 ; 100 ; 100 ; 2179.69009426536 ; 12.1296188694927 ; 41.9918141722559 ; 
PNADC_032022 ;  ; Mulher ;  ; Indígena ; Não ; Trabalhador doméstico ; 17060.6666411 ; 17060.6666411 ; 17060.6666411 ; 0 ; 100 ; 100 ; 773.131058081977 ; 9.88488603614186 ; 29.1120811278349 ; 
PNADC_032022 ;  ; Mulher ;  ; Indígena ; Não ;  ; 41425.22498436 ; 41425.22498436 ; 41425.22498436 ; 0 ; 100 ; 100 ; 3956.07640649676 ; 11.7887852302005 ; 32.0328193083862 ; 
PNADC_032022 ;  ; Mulher ;  ; Indígena ;  ; Trabalhador doméstico ; 23105.33380626 ; 23105.33380626 ; 23105.33380626 ; 0 ; 100 ; 100 ; 987.304995700064 ; 9.95330071191041 ; 33.3636788889903 ; 
PNADC_032022 ;  ; Mulher ;  ; Indígena ;  ;  ; 398205.29231931 ; 166255.83398376 ; 190298.92936484 ; 12.6343828950213 ; 41.7512868840638 ; 47.7891512331394 ; 2933.42254393306 ; 10.3734138032465 ; 35.8780322365798 ; 
PNADC_032022 ;  ; Mulher ;  ; Parda ; Sim ; Trabalhador doméstico ; 614897.87535722 ; 614897.87535722 ; 614897.87535722 ; 0 ; 100 ; 100 ; 1513.63564062413 ; 8.93120147657324 ; 41.1859765427315 ; 
PNADC_032022 ;  ; Mulher ;  ; Parda ; Sim ;  ; 6283959.79021237 ; 6283959.79021237 ; 6283959.79021237 ; 0 ; 100 ; 100 ; 2006.9610026853 ; 12.0150612852961 ; 41.6713088030369 ; 
PNADC_032022 ;  ; Mulher ;  ; Parda ; Não ; Trabalhador doméstico ; 2163067.0832184 ; 2163067.0832184 ; 2163067.0832184 ; 0 ; 100 ; 100 ; 859.32771907026 ; 8.88115498479443 ; 28.5903098645782 ; 
PNADC_032022 ;  ; Mulher ;  ; Parda ; Não ;  ; 5151475.24017809 ; 5151475.24017809 ; 5151475.24017809 ; 0 ; 100 ; 100 ; 1252.81080800636 ; 10.6768013815233 ; 32.0539072027974 ; 
PNADC_032022 ;  ; Mulher ;  ; Parda ;  ; Trabalhador doméstico ; 2777964.95857562 ; 2777964.95857562 ; 2777964.95857562 ; 0 ; 100 ; 100 ; 1004.48162490196 ; 8.89231939597743 ; 31.3783395174343 ; 
PNADC_032022 ;  ; Mulher ;  ; Parda ;  ;  ; 39362432.6720055 ; 17619220.2063117 ; 20251650.8746585 ; 12.9985979150016 ; 44.7615124632336 ; 51.4491851746281 ; 1876.31053135352 ; 10.203154315231 ; 36.0377292572522 ; 
PNADC_032022 ;  ; Mulher ;  ; Preta ; Sim ; Trabalhador doméstico ; 210750.29295652 ; 210750.29295652 ; 210750.29295652 ; 0 ; 100 ; 100 ; 1477.64265639348 ; 8.90796225760202 ; 42.3539697861207 ; 
PNADC_032022 ;  ; Mulher ;  ; Preta ; Sim ;  ; 1842557.63891931 ; 1842557.63891931 ; 1842557.63891931 ; 0 ; 100 ; 100 ; 1916.37425790363 ; 12.0385754147165 ; 41.4759522000065 ; 
PNADC_032022 ;  ; Mulher ;  ; Preta ; Não ; Trabalhador doméstico ; 621596.78435182 ; 621596.78435182 ; 621596.78435182 ; 0 ; 100 ; 100 ; 888.889217512613 ; 8.71060899124377 ; 29.7091701568152 ; 
PNADC_032022 ;  ; Mulher ;  ; Preta ; Não ;  ; 1293561.55585067 ; 1293561.55585067 ; 1293561.55585067 ; 0 ; 100 ; 100 ; 1260.85937941139 ; 10.5777087448663 ; 32.629617037663 ; 
PNADC_032022 ;  ; Mulher ;  ; Preta ;  ; Trabalhador doméstico ; 832347.07730834 ; 832347.07730834 ; 832347.07730834 ; 0 ; 100 ; 100 ; 1038.06321975274 ; 8.7612985989233 ; 32.9108336201753 ; 
PNADC_032022 ;  ; Mulher ;  ; Preta ;  ;  ; 9610424.83104911 ; 4641943.31379986 ; 5442583.1595234 ; 14.7106589326538 ; 48.3011250325042 ; 56.6320766792707 ; 1860.32123692849 ; 10.4344975833542 ; 36.7831609775162 ; 
PNADC_032022 ;  ; Mulher ;  ; Negra ; Sim ; Trabalhador doméstico ; 825648.16831374 ; 825648.16831374 ; 825648.16831374 ; 0 ; 100 ; 100 ; 1504.44827454969 ; 8.92525032969311 ; 41.4841119079661 ; 
PNADC_032022 ;  ; Mulher ;  ; Negra ; Sim ;  ; 8126517.42913168 ; 8126517.42913168 ; 8126517.42913168 ; 0 ; 100 ; 100 ; 1986.4219095205 ; 12.020387938732 ; 41.6270148229444 ; 
PNADC_032022 ;  ; Mulher ;  ; Negra ; Não ; Trabalhador doméstico ; 2784663.86757022 ; 2784663.86757022 ; 2784663.86757022 ; 0 ; 100 ; 100 ; 865.936520436515 ; 8.84322789976507 ; 28.8400635127268 ; 
PNADC_032022 ;  ; Mulher ;  ; Negra ; Não ;  ; 6445036.79602876 ; 6445036.79602876 ; 6445036.79602876 ; 0 ; 100 ; 100 ; 1254.42908289272 ; 10.657008125044 ; 32.1694559782778 ; 
PNADC_032022 ;  ; Mulher ;  ; Negra ;  ; Trabalhador doméstico ; 3610312.03588396 ; 3610312.03588396 ; 3610312.03588396 ; 0 ; 100 ; 100 ; 1012.23301929434 ; 8.86216299177939 ; 31.7316516341518 ; 
PNADC_032022 ;  ; Mulher ;  ; Negra ;  ;  ; 48972857.5030547 ; 22261163.5201115 ; 25694234.0341819 ; 13.3612487124667 ; 45.4561254031849 ; 52.4662748800786 ; 1872.94530758362 ; 10.2483472307586 ; 36.1931682030489 ; 
PNADC_032022 ;  ; Mulher ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 486389.06693059 ; 486389.06693059 ; 486389.06693059 ; 0 ; 100 ; 100 ; 1598.40148183306 ; 9.10849205747969 ; 40.1440276295957 ; 
PNADC_032022 ;  ; Mulher ;  ; Não Negra ; Sim ;  ; 8339866.67230508 ; 8339866.67230508 ; 8339866.67230508 ; 0 ; 100 ; 100 ; 2874.59996810095 ; 12.9496653925677 ; 40.9778312243951 ; 
PNADC_032022 ;  ; Mulher ;  ; Não Negra ; Não ; Trabalhador doméstico ; 1268111.49365986 ; 1268111.49365986 ; 1268111.49365986 ; 0 ; 100 ; 100 ; 1068.21854409779 ; 9.04197193061552 ; 28.9569187097808 ; 
PNADC_032022 ;  ; Mulher ;  ; Não Negra ; Não ;  ; 3924573.17003898 ; 3924573.17003898 ; 3924573.17003898 ; 0 ; 100 ; 100 ; 2027.71540380443 ; 11.7334964840123 ; 32.9342759164457 ; 
PNADC_032022 ;  ; Mulher ;  ; Não Negra ;  ; Trabalhador doméstico ; 1754500.56059045 ; 1754500.56059045 ; 1754500.56059045 ; 0 ; 100 ; 100 ; 1215.58029461864 ; 9.06051991408557 ; 32.0582499896799 ; 
PNADC_032022 ;  ; Mulher ;  ; Não Negra ;  ;  ; 40643896.5229969 ; 20342694.9334804 ; 22161681.4569965 ; 8.20780014840365 ; 50.0510449877023 ; 54.5264685546502 ; 3039.37392050846 ; 11.3374494964692 ; 37.4441778697282 ; 
PNADC_032022 ;  ; Mulher ;  ;  ; Sim ; Trabalhador doméstico ; 1312037.23524433 ; 1312037.23524433 ; 1312037.23524433 ; 0 ; 100 ; 100 ; 1539.27793608531 ; 8.99364137565495 ; 40.9873254416555 ; 
PNADC_032022 ;  ; Mulher ;  ;  ; Sim ;  ; 16466384.1014368 ; 16466384.1014368 ; 16466384.1014368 ; 0 ; 100 ; 100 ; 2436.26484675536 ; 12.4922445321475 ; 41.298217400001 ; 
PNADC_032022 ;  ; Mulher ;  ;  ; Não ; Trabalhador doméstico ; 4052775.36123008 ; 4052775.36123008 ; 4052775.36123008 ; 0 ; 100 ; 100 ; 929.179829326848 ; 8.9060559746858 ; 28.8766274486152 ; 
PNADC_032022 ;  ; Mulher ;  ;  ; Não ;  ; 10369609.9660677 ; 10369609.9660677 ; 10369609.9660677 ; 0 ; 100 ; 100 ; 1546.60882832732 ; 11.0673852062092 ; 32.4589164130547 ; 
PNADC_032022 ;  ; Mulher ;  ;  ;  ; Trabalhador doméstico ; 5364812.59647441 ; 5364812.59647441 ; 5364812.59647441 ; 0 ; 100 ; 100 ; 1078.70306740631 ; 8.92766296278475 ; 31.8384618884817 ; 
PNADC_032022 ;  ; Mulher ;  ;  ;  ;  ; 89616754.0260516 ; 42603858.4535919 ; 47855915.4911783 ; 10.9747290040968 ; 47.5400597986477 ; 53.4006347487955 ; 2430.85246523473 ; 10.7492328663331 ; 36.7905063064935 ; 
PNADC_032022 ;  ;  ;  ; Amarela ; Sim ; Trabalhador doméstico ; 10768.84182197 ; 10768.84182197 ; 10768.84182197 ; 0 ; 100 ; 100 ; 1769.95064448634 ; 11.1444992029817 ; 37.0298806420597 ; 
PNADC_032022 ;  ;  ;  ; Amarela ; Sim ;  ; 309274.4522407 ; 309274.4522407 ; 309274.4522407 ; 0 ; 100 ; 100 ; 4258.82397191591 ; 13.2306452778027 ; 41.3497134960232 ; 
PNADC_032022 ;  ;  ;  ; Amarela ; Não ; Trabalhador doméstico ; 21128.19681652 ; 21128.19681652 ; 21128.19681652 ; 0 ; 100 ; 100 ; 893.728196172874 ; 8.56834920984134 ; 32.0623298419329 ; 
PNADC_032022 ;  ;  ;  ; Amarela ; Não ;  ; 136080.29178525 ; 136080.29178525 ; 136080.29178525 ; 0 ; 100 ; 100 ; 2458.8561022336 ; 11.5521860057871 ; 35.3318058363596 ; 
PNADC_032022 ;  ;  ;  ; Amarela ;  ; Trabalhador doméstico ; 31897.03863849 ; 31897.03863849 ; 31897.03863849 ; 0 ; 100 ; 100 ; 1189.55192619654 ; 9.44310177867202 ; 33.7394375325702 ; 
PNADC_032022 ;  ;  ;  ; Amarela ;  ;  ; 1344178.63211262 ; 798428.74511555 ; 856207.38198555 ; 6.74820587694667 ; 59.3990059089598 ; 63.6974403201058 ; 4289.88448051472 ; 11.8734139161699 ; 40.0072536882797 ; 
PNADC_032022 ;  ;  ;  ; Branca ; Sim ; Trabalhador doméstico ; 530006.78514289 ; 530006.78514289 ; 530006.78514289 ; 0 ; 100 ; 100 ; 1599.76878850697 ; 8.89492942620683 ; 40.5659079510433 ; 
